sentence_id,original_length,token_count,tokens_after_stopword_removal,unique_tokens,unique_stemmed,unique_lemmatized
2851,58,8,6,6,6,6
2852,153,27,14,14,13,13
2853,90,14,8,8,8,8
2854,130,24,12,12,12,12
2855,60,10,9,9,9,9
2856,100,16,12,12,12,12
2857,159,24,15,15,15,15
2858,123,23,11,11,11,11
2859,90,16,9,9,9,9
2860,142,23,16,16,16,16
2861,95,15,9,9,9,9
2862,146,24,13,13,13,13
2863,76,12,9,9,9,9
2864,65,11,7,7,7,7
2865,163,27,18,18,18,18
2866,105,20,11,11,11,11
2867,95,15,8,8,8,8
2868,189,30,18,18,18,18
2869,85,14,6,6,6,6
2870,101,20,5,5,5,5
2871,70,11,7,7,7,7
2872,47,7,4,4,4,4
2873,203,33,20,20,20,20
2874,231,40,31,24,24,24
2875,138,20,15,14,14,14
2876,130,24,11,9,8,8
2877,125,19,10,9,9,9
2878,210,35,24,20,20,20
2879,87,17,11,10,10,10
2880,34,6,5,5,5,5
2881,79,12,7,7,7,7
2882,94,15,10,10,10,10
2883,146,21,13,13,13,13
2884,303,48,31,26,25,26
2885,187,28,16,16,16,16
2886,151,22,14,14,14,14
2887,78,12,8,8,8,8
2888,197,33,20,19,19,19
2889,46,7,5,5,5,5
2890,194,30,16,16,16,16
2891,60,8,4,4,4,4
2892,184,28,19,19,19,19
2893,169,26,16,16,16,16
2894,109,16,8,8,8,8
2895,229,34,22,22,22,22
2896,320,52,34,33,33,33
2897,81,13,9,9,9,9
2898,121,20,10,10,10,10
2899,195,30,16,16,16,16
2900,251,42,21,20,19,20
2901,225,33,18,18,18,18
2902,135,21,12,12,12,12
2903,180,31,17,17,17,17
2904,234,37,23,20,20,20
2905,183,33,20,20,20,20
2906,115,18,12,12,12,12
2907,76,12,7,7,7,7
2908,134,19,14,13,13,13
2909,84,12,7,7,7,7
2910,205,31,19,19,19,19
2911,154,23,14,13,13,13
2912,82,13,9,9,9,9
2913,51,9,6,6,6,6
2914,93,15,9,9,9,9
2915,61,9,5,5,5,5
2916,143,22,14,14,14,14
2917,181,29,18,16,16,16
2918,166,27,16,15,15,15
2919,138,22,13,13,13,13
2920,174,23,17,17,16,16
2921,111,21,10,10,9,9
2922,57,7,5,5,5,5
2923,86,13,8,8,8,8
2924,188,33,15,15,15,15
2925,144,25,12,12,12,12
2926,170,26,19,19,19,19
2927,128,20,14,14,14,14
2928,355,61,34,32,32,32
2929,248,35,24,24,24,24
2930,123,19,11,11,11,11
2931,120,18,10,10,10,10
2932,139,21,15,15,15,15
2933,100,16,11,11,11,11
2934,243,41,25,25,25,25
2935,137,25,12,12,12,12
2936,193,33,15,15,15,15
2937,97,15,9,9,9,9
2938,159,23,16,16,16,16
2939,138,21,12,11,11,11
2940,82,13,9,9,9,9
2941,125,21,15,15,15,15
2942,194,31,19,19,19,19
2943,216,36,18,18,18,18
2944,21,4,1,1,1,1
2945,124,20,14,12,12,12
2946,50,8,5,5,5,5
2947,146,23,12,12,11,12
2948,267,47,31,30,30,30
2949,190,35,21,21,20,20
2950,158,24,14,14,14,14
2951,114,21,8,8,8,8
2952,59,9,7,7,7,7
2953,204,33,21,21,21,21
2954,100,14,11,11,11,11
2955,253,36,26,25,25,25
2956,154,21,13,13,13,13
2957,103,17,9,9,9,9
2958,166,32,16,15,14,14
2959,177,29,18,17,17,17
2960,185,33,23,22,22,22
2961,106,20,9,9,9,9
2962,131,19,13,13,13,13
2963,145,23,13,13,13,13
2964,160,22,14,14,14,14
2965,136,28,14,14,14,14
2966,100,20,11,10,10,10
2967,200,30,22,21,21,21
2968,123,19,14,14,14,14
2969,82,12,10,9,9,9
2970,160,25,17,17,17,17
2971,196,33,25,19,19,19
2972,187,28,17,17,17,17
2973,97,18,8,8,8,8
2974,119,17,11,11,11,11
2975,131,23,15,15,15,15
2976,146,22,18,16,16,16
2977,102,14,11,9,9,9
2978,175,25,19,18,18,18
2979,156,27,15,14,14,14
2980,58,11,6,6,6,6
2981,207,37,19,19,19,19
2982,122,22,10,10,10,10
2983,89,16,12,12,12,12
2984,152,23,14,14,14,14
2985,130,23,11,11,10,11
2986,102,17,9,9,9,9
2987,146,27,18,18,18,18
2988,169,28,18,16,16,16
2989,90,14,10,10,10,10
2990,64,11,8,8,8,8
2991,85,12,8,8,8,8
2992,174,28,21,20,20,20
2993,107,19,12,12,12,12
2994,104,17,11,10,10,10
2995,222,31,21,19,19,19
2996,132,23,13,13,13,13
2997,164,26,13,13,13,13
2998,76,11,8,8,8,8
2999,42,5,5,5,5,5
3000,119,19,14,13,13,13
3001,85,14,10,10,10,10
3002,116,20,12,11,11,11
3003,69,9,8,7,7,7
3004,153,21,14,14,14,14
3005,149,19,14,14,14,14
3006,155,22,13,13,13,13
3007,94,14,9,9,9,9
3008,110,15,9,9,9,9
3009,173,29,19,18,18,18
3010,115,19,12,11,11,11
3011,94,16,10,9,9,9
3012,278,41,29,29,28,29
3013,113,12,9,9,9,9
3014,123,18,12,12,12,12
3015,82,17,13,10,10,10
3016,274,42,27,27,27,27
3017,91,14,11,11,11,11
3018,68,13,10,10,10,10
3019,78,15,12,11,11,11
3020,78,13,7,7,7,7
3021,29,5,4,4,4,4
3022,148,22,16,15,15,15
3023,88,12,10,10,10,10
3024,115,20,12,12,12,12
3025,113,20,12,12,12,12
3026,127,17,12,12,12,12
3027,116,19,14,14,14,14
3028,143,24,16,16,16,16
3029,118,22,11,11,11,11
3030,60,10,8,8,8,8
3031,68,11,7,6,6,6
3032,139,21,15,15,15,15
3033,160,26,14,14,14,14
3034,171,31,24,21,20,20
3035,148,27,15,15,15,15
3036,182,30,20,19,19,19
3037,164,30,17,17,17,17
3038,82,12,8,8,8,8
3039,169,27,17,16,16,16
3040,68,11,8,8,8,8
3041,121,19,15,15,15,15
3042,171,28,16,16,16,16
3043,32,5,4,4,4,4
3044,147,21,16,16,16,16
3045,155,25,16,16,16,16
3046,58,11,8,8,8,8
3047,77,11,8,8,8,8
3048,87,13,9,9,9,9
3049,56,9,5,5,5,5
3050,51,7,7,7,7,7
3051,149,23,16,16,16,16
3052,42,7,4,4,4,4
3053,136,20,13,13,13,13
3054,90,16,9,9,9,9
3055,41,6,4,4,4,4
3056,86,12,7,7,7,7
3057,116,16,14,14,14,14
3058,147,22,19,18,18,18
3059,126,19,14,14,13,14
3060,68,10,9,9,9,9
3061,88,12,10,10,10,10
3062,152,22,18,17,17,17
3063,157,23,20,19,19,19
3064,272,41,29,26,26,26
3065,16,3,2,2,2,2
3066,167,29,14,14,14,14
3067,16,2,2,2,2,2
3068,160,21,16,16,16,16
3069,354,51,37,36,36,36
3070,163,24,17,16,16,16
3071,146,22,14,14,14,14
3072,147,24,11,10,10,10
3073,40,6,4,4,4,4
3074,101,14,10,10,10,10
3075,201,31,20,20,19,19
3076,134,23,11,11,11,11
3077,149,21,14,14,14,14
3078,108,24,11,11,11,11
3079,31,8,4,4,4,4
3080,98,14,8,8,8,8
3081,73,12,7,7,7,7
3082,138,20,13,13,13,13
3083,62,10,6,6,6,6
3084,49,8,8,8,8,8
3085,65,9,8,8,8,8
3086,145,25,15,14,14,14
3087,116,18,12,10,10,10
3088,172,24,15,15,15,15
3089,190,29,19,18,18,18
3090,212,32,22,22,22,22
3091,165,28,17,15,14,15
3092,118,19,11,11,11,11
3093,51,10,7,7,7,7
3094,76,13,9,9,9,9
3095,53,10,7,7,7,7
3096,86,14,9,9,9,9
3097,139,23,14,13,13,13
3098,172,26,18,17,17,17
3099,170,28,16,15,15,15
3100,108,15,8,8,8,8
3101,195,29,21,19,19,19
3102,140,24,14,14,14,14
3103,221,36,20,20,20,20
3104,185,28,17,17,17,17
3105,180,24,17,17,17,17
3106,151,26,14,14,14,14
3107,225,31,22,22,22,22
3108,147,19,12,12,12,12
3109,110,19,8,8,8,8
3110,165,27,15,15,15,15
3111,245,43,27,27,27,27
3112,125,16,12,11,11,11
3113,181,24,16,16,16,16
3114,101,15,10,10,10,10
3115,140,22,11,9,9,9
3116,122,18,11,11,11,11
3117,100,17,10,10,10,10
3118,140,22,15,15,15,15
3119,72,12,7,7,7,7
3120,19,2,2,2,2,2
3121,188,31,19,19,19,19
3122,177,29,21,14,14,14
3123,231,36,23,21,20,20
3124,180,31,20,20,20,20
3125,174,27,16,15,15,15
3126,134,20,12,12,12,12
3127,92,17,9,9,9,9
3128,67,9,8,8,8,8
3129,86,14,9,9,9,9
3130,105,18,12,10,10,10
3131,109,19,13,11,11,11
3132,179,27,17,15,15,15
3133,16,2,2,2,2,2
3134,89,13,10,10,10,10
3135,89,13,9,9,9,9
3136,209,32,21,19,19,19
3137,104,17,11,11,10,10
3138,57,8,7,7,7,7
3139,163,26,16,16,16,16
3140,36,6,4,4,4,4
3141,200,30,21,20,20,20
3142,76,12,7,7,7,7
3143,97,18,13,13,13,13
3144,22,2,2,2,2,2
3145,84,12,9,9,9,9
3146,133,25,17,14,14,14
3147,78,13,9,9,9,9
3148,70,11,7,7,7,7
3149,16,2,2,2,2,2
3150,125,19,13,13,13,13
3151,201,29,20,19,18,18
3152,207,32,17,17,17,17
3153,125,20,12,12,12,12
3154,264,40,29,29,29,29
3155,86,16,9,9,9,9
3156,166,23,19,19,19,19
3157,71,13,6,6,6,6
3158,12,2,2,2,2,2
3159,117,19,14,14,13,13
3160,144,24,13,13,13,13
3161,76,13,8,8,8,8
3162,173,33,19,16,15,15
3163,11,1,1,1,1,1
3164,119,20,14,14,14,14
3165,103,17,13,13,13,13
3166,65,13,10,10,10,10
3167,102,17,10,10,10,10
3168,217,36,24,24,24,24
3169,134,19,17,17,17,17
3170,188,33,23,17,17,17
3171,56,9,6,5,5,5
3172,136,20,13,13,13,13
3173,225,33,21,18,18,18
3174,175,26,19,17,17,17
3175,109,20,12,11,11,11
3176,132,20,14,14,14,14
3177,170,26,17,16,16,16
3178,188,29,15,15,15,15
3179,212,35,25,23,23,23
3180,51,10,6,5,5,5
3181,132,20,12,12,12,12
3182,102,16,11,11,11,11
3183,189,31,21,21,21,21
3184,221,34,20,20,20,20
3185,105,18,11,11,11,11
3186,144,22,13,13,13,13
3187,130,18,12,12,12,12
3188,234,35,25,25,24,24
3189,119,20,14,14,14,14
3190,165,24,17,17,17,17
3191,126,19,9,9,9,9
3192,100,14,11,11,11,11
3193,234,35,20,20,20,20
3194,105,14,9,9,9,9
3195,212,30,18,18,18,18
3196,148,26,15,15,15,15
3197,210,33,20,18,18,18
3198,191,29,16,16,16,16
3199,152,22,17,17,17,17
3200,217,30,20,20,20,20
3201,164,27,18,17,16,17
3202,132,22,15,15,15,15
3203,75,14,7,7,7,7
3204,181,25,17,17,17,17
3205,100,20,12,12,12,12
3206,114,20,13,13,13,13
3207,149,27,15,15,15,15
3208,130,22,15,14,14,14
3209,206,39,24,22,21,21
3210,169,24,18,16,16,16
3211,56,9,5,5,5,5
3212,136,23,13,11,11,11
3213,245,40,22,20,19,19
3214,79,13,7,7,7,7
3215,199,31,19,19,19,19
3216,120,18,11,11,11,11
3217,148,21,14,13,13,13
3218,89,11,9,9,9,9
3219,208,29,18,17,17,17
3220,147,21,13,12,12,12
3221,114,17,11,11,11,11
3222,117,17,10,8,8,8
3223,99,18,11,11,11,11
3224,84,14,8,8,8,8
3225,429,69,47,32,31,32
3226,244,43,26,22,22,22
3227,120,20,12,11,10,10
3228,90,17,9,8,8,8
3229,150,23,12,10,10,10
3230,194,30,22,22,21,21
3231,214,33,22,21,21,21
3232,107,16,9,9,9,9
3233,141,23,11,10,10,10
3234,139,22,14,14,14,14
3235,79,12,9,9,9,9
3236,177,28,21,21,21,21
3237,111,16,11,11,11,11
3238,190,29,20,20,20,20
3239,183,35,21,18,18,18
3240,168,30,19,19,19,19
3241,85,14,8,8,8,8
3242,217,38,25,23,23,23
3243,80,14,7,7,7,7
3244,60,9,6,6,6,6
3245,87,14,10,10,10,10
3246,92,17,8,8,8,8
3247,55,8,6,6,6,6
3248,166,28,16,16,16,16
3249,71,14,8,7,7,7
3250,104,18,12,12,12,12
3251,87,18,11,10,10,10
3252,190,30,16,16,16,16
3253,160,23,16,14,14,14
3254,160,25,16,14,14,14
3255,76,11,7,6,6,6
3256,162,26,15,15,14,15
3257,45,7,5,5,5,5
3258,82,10,7,7,7,7
3259,85,11,8,8,8,8
3260,109,16,10,9,9,9
3261,26,4,3,3,3,3
3262,190,30,20,19,18,18
3263,167,27,18,18,18,18
3264,109,17,12,11,11,11
3265,204,30,18,18,18,18
3266,110,17,14,14,14,14
3267,153,25,13,13,13,13
3268,129,21,9,9,9,9
3269,113,18,12,11,11,11
3270,112,20,16,16,16,16
3271,136,26,14,14,14,14
3272,160,26,16,14,14,14
3273,77,11,7,7,7,7
3274,105,17,12,12,12,12
3275,63,7,6,6,6,6
3276,154,22,17,17,17,17
3277,101,14,12,12,12,12
3278,141,20,14,14,14,14
3279,184,26,17,17,17,17
3280,194,31,19,19,19,19
3281,106,18,13,13,13,13
3282,99,16,10,10,10,10
3283,219,34,23,23,23,23
3284,54,9,7,6,6,6
3285,148,24,14,14,14,14
3286,90,12,10,9,9,9
3287,71,13,9,9,9,9
3288,141,23,13,13,13,13
3289,175,29,16,15,15,15
3290,124,16,10,10,10,10
3291,164,29,18,18,18,18
3292,129,18,11,11,11,11
3293,181,26,17,17,17,17
3294,146,25,15,12,12,12
3295,124,20,13,13,13,13
3296,84,15,10,9,9,9
3297,97,18,12,11,11,11
3298,261,41,26,26,25,25
3299,42,7,3,3,3,3
3300,170,26,16,16,16,16
3301,170,27,17,15,14,15
3302,134,23,16,15,15,15
3303,141,24,15,14,14,14
3304,155,21,16,16,16,16
3305,129,23,14,13,13,13
3306,90,16,9,9,8,8
3307,101,18,11,11,10,10
3308,145,23,16,16,15,15
3309,292,49,29,27,26,27
3310,181,28,20,20,20,20
3311,95,17,9,9,9,9
3312,91,14,7,7,7,7
3313,159,27,13,12,12,12
3314,131,23,15,13,13,13
3315,103,18,11,10,10,10
3316,145,23,14,14,14,14
3317,147,24,13,13,13,13
3318,160,31,18,17,17,17
3319,103,18,10,10,10,10
3320,170,32,14,14,14,14
3321,134,21,12,12,12,12
3322,208,32,20,18,18,18
3323,68,10,6,6,6,6
3324,198,30,17,16,16,16
3325,156,30,11,10,10,10
3326,75,12,7,7,7,7
3327,162,31,17,16,16,16
3328,193,35,18,17,17,17
3329,113,18,11,11,11,11
3330,93,17,10,10,10,10
3331,147,29,15,14,14,14
3332,38,5,3,3,3,3
3333,8,1,1,1,1,1
3334,74,11,8,8,8,8
3335,128,21,15,14,14,14
3336,42,6,4,4,4,4
3337,58,11,7,6,6,6
3338,97,16,12,12,12,12
3339,203,35,18,18,18,18
3340,21,3,2,2,2,2
3341,160,26,16,14,14,14
3342,95,17,9,9,9,9
3343,47,6,6,6,6,6
3344,236,39,26,25,23,23
3345,154,26,15,15,15,15
3346,127,18,12,12,12,12
3347,151,23,16,16,16,16
3348,8,1,1,1,1,1
3349,50,7,6,6,6,6
3350,63,10,7,7,7,7
3351,189,31,18,18,18,18
3352,181,30,19,19,19,19
3353,114,17,11,11,11,11
3354,169,24,16,16,16,16
3355,158,24,15,14,14,14
3356,216,38,19,18,18,18
3357,193,32,19,19,19,19
3358,186,33,17,17,17,17
3359,49,9,6,6,6,6
3360,48,8,5,5,5,5
3361,162,27,17,17,17,17
3362,86,15,9,9,9,9
3363,171,28,18,18,18,18
3364,238,40,27,24,22,23
3365,67,11,7,7,7,7
3366,181,32,22,21,21,21
3367,95,17,10,10,10,10
3368,112,21,14,12,12,12
3369,108,19,12,12,12,12
3370,169,23,18,18,18,18
3371,140,22,14,14,14,14
3372,163,23,13,13,13,13
3373,128,21,13,13,13,13
3374,120,18,10,10,10,10
3375,98,15,6,6,6,6
3376,180,28,17,16,16,16
3377,147,25,15,15,14,14
3378,117,22,8,7,7,7
3379,88,13,8,8,8,8
3380,151,24,15,15,15,15
3381,111,18,9,8,8,8
3382,95,16,13,12,12,12
3383,163,22,15,13,13,13
3384,141,24,15,14,14,14
3385,85,11,10,10,10,10
3386,104,13,11,11,11,11
3387,208,31,23,22,22,22
3388,207,35,19,19,19,19
3389,199,34,21,21,21,21
3390,121,19,11,10,10,10
3391,68,11,7,7,7,7
3392,79,15,8,8,8,8
3393,76,13,7,7,7,7
3394,37,6,4,4,4,4
3395,94,15,10,10,10,10
3396,162,27,19,17,16,16
3397,282,41,24,21,21,21
3398,113,21,12,12,12,12
3399,77,12,9,8,8,8
3400,117,19,11,10,10,10
3401,162,26,18,17,17,17
3402,270,43,28,25,25,25
3403,167,24,14,13,13,13
3404,91,15,9,9,9,9
3405,102,18,12,11,11,11
3406,173,29,19,19,19,19
3407,204,29,19,19,19,19
3408,173,30,17,17,17,17
3409,139,24,14,14,14,14
3410,128,23,17,16,16,16
3411,77,14,10,10,9,9
3412,83,12,9,9,9,9
3413,124,16,12,12,12,12
3414,168,27,16,16,16,16
3415,223,34,20,19,19,19
3416,129,18,12,12,12,12
3417,120,22,10,10,10,10
3418,218,33,20,20,20,20
3419,176,27,17,17,17,17
3420,165,30,16,16,16,16
3421,192,31,16,15,15,15
3422,198,34,23,23,23,23
3423,229,32,20,20,20,20
3424,243,42,29,25,25,25
3425,79,13,10,9,9,9
3426,112,17,9,9,9,9
3427,175,31,23,22,22,22
3428,51,8,7,7,7,7
3429,24,6,5,5,5,5
3430,238,37,24,24,24,24
3431,177,31,21,21,21,21
3432,73,14,7,7,7,7
3433,206,33,25,25,25,25
3434,81,13,10,9,9,9
3435,53,7,5,5,5,5
3436,251,44,35,25,25,25
3437,65,12,10,10,10,10
3438,141,25,14,14,14,14
3439,44,9,8,8,8,8
3440,185,33,20,20,20,20
3441,25,5,4,4,4,4
3442,131,17,11,11,11,11
3443,34,7,5,5,5,5
3444,113,19,12,12,12,12
3445,70,11,9,9,9,9
3446,34,4,4,4,4,4
3447,43,8,7,7,7,7
3448,74,14,8,8,8,8
3449,196,28,17,15,15,15
3450,121,19,10,10,10,10
3451,167,21,14,14,14,14
3452,129,18,10,10,10,10
3453,143,20,14,14,14,14
3454,160,28,15,15,15,15
3455,85,11,8,8,8,8
3456,253,42,33,31,31,31
3457,90,12,9,9,9,9
3458,112,21,15,10,10,10
3459,101,15,12,10,10,10
3460,67,8,7,7,7,7
3461,290,42,29,29,29,29
3462,93,16,7,7,7,7
3463,128,25,16,15,15,15
3464,178,32,20,18,17,17
3465,209,30,21,19,19,19
3466,77,10,8,8,8,8
3467,168,29,16,12,12,12
3468,161,21,16,15,15,15
3469,106,14,10,10,10,10
3470,211,32,20,20,20,20
3471,139,21,14,14,14,14
3472,98,16,11,11,11,11
3473,249,42,26,23,23,23
3474,275,41,27,26,26,26
3475,130,18,15,15,15,15
3476,193,31,20,18,18,18
3477,128,21,12,11,11,11
3478,117,15,12,11,11,11
3479,75,12,9,9,9,9
3480,157,26,14,13,13,13
3481,159,22,16,16,16,16
3482,140,23,12,12,12,12
3483,96,12,10,10,10,10
3484,153,29,16,13,13,13
3485,46,8,6,5,5,5
3486,165,29,18,15,15,15
3487,48,8,6,5,5,5
3488,144,24,16,16,15,15
3489,62,9,6,6,6,6
3490,181,23,16,16,15,15
3491,105,18,10,10,9,9
3492,130,24,12,12,12,12
3493,321,51,35,30,30,30
3494,313,46,31,27,27,27
3495,38,6,3,3,3,3
3496,101,14,10,9,8,9
3497,131,22,16,13,13,13
3498,134,22,10,10,10,10
3499,88,14,9,9,9,9
3500,66,12,6,6,6,6
3501,129,20,14,13,13,13
3502,180,25,18,17,17,17
3503,125,19,11,11,11,11
3504,65,12,6,6,6,6
3505,126,20,10,9,9,9
3506,79,16,9,9,9,9
3507,59,10,6,6,6,6
3508,109,19,13,11,11,11
3509,148,23,16,15,15,15
3510,98,18,12,12,12,12
3511,182,31,17,17,17,17
3512,101,15,10,10,10,10
3513,110,17,13,12,12,12
3514,169,25,15,15,15,15
3515,58,8,5,5,5,5
3516,110,19,12,11,11,11
3517,40,7,4,4,4,4
3518,119,19,13,13,13,13
3519,160,26,16,16,15,15
3520,63,10,7,7,7,7
3521,157,25,14,14,13,13
3522,140,20,14,14,14,14
3523,87,16,8,6,6,6
3524,209,38,21,19,19,19
3525,213,35,24,23,23,23
3526,152,25,14,12,12,12
3527,110,17,9,9,9,9
3528,103,15,8,8,8,8
3529,177,31,17,16,16,16
3530,114,19,13,13,13,13
3531,123,21,12,12,12,12
3532,127,22,13,12,12,12
3533,74,12,7,7,7,7
3534,149,19,13,13,13,13
3535,158,25,16,16,16,16
3536,65,11,6,6,6,6
3537,145,21,13,13,13,13
3538,141,21,13,13,13,13
3539,200,30,18,18,18,18
3540,142,21,16,16,16,16
3541,110,15,11,10,10,10
3542,107,18,11,11,11,11
3543,111,20,12,12,12,12
3544,112,15,11,11,11,11
3545,81,11,7,7,7,7
3546,128,16,12,12,11,12
3547,153,28,17,17,17,17
3548,151,23,13,13,13,13
3549,116,18,11,11,11,11
3550,139,23,15,15,15,15
3551,193,25,18,18,18,18
3552,43,7,5,5,5,5
3553,94,14,10,10,10,10
3554,215,32,20,20,20,20
3555,114,20,13,13,13,13
3556,204,31,21,21,21,21
3557,113,16,10,10,10,10
3558,103,17,9,9,9,9
3559,190,28,18,18,18,18
3560,171,25,15,15,15,15
3561,133,21,13,13,13,13
3562,137,23,15,15,15,15
3563,110,19,10,10,10,10
3564,151,22,15,15,15,15
3565,100,15,10,10,10,10
3566,224,36,22,22,22,22
3567,107,18,10,10,10,10
3568,164,27,20,18,18,18
3569,183,25,18,17,16,17
3570,151,23,16,15,15,15
3571,104,18,12,11,11,11
3572,99,18,12,12,11,11
3573,111,16,11,11,11,11
3574,150,23,12,11,11,11
3575,47,9,4,4,4,4
3576,146,25,14,14,14,14
3577,190,30,18,18,18,18
3578,121,23,13,13,13,13
3579,124,20,13,13,13,13
3580,218,32,21,20,20,20
3581,213,31,17,17,17,17
3582,131,18,14,14,14,14
3583,134,23,16,14,14,14
3584,63,11,9,7,7,7
3585,66,12,10,8,8,8
3586,46,9,7,6,6,6
3587,135,18,14,14,14,14
3588,132,20,14,12,12,12
3589,134,21,15,15,15,15
3590,210,37,26,19,19,19
3591,81,16,11,9,9,9
3592,69,10,7,7,7,7
3593,143,19,13,13,13,13
3594,69,10,8,8,8,8
3595,110,19,11,11,11,11
3596,72,15,8,8,8,8
3597,197,30,21,21,21,21
3598,60,9,6,6,6,6
3599,94,15,10,10,10,10
3600,155,26,17,16,16,16
3601,130,22,15,15,15,15
3602,122,19,10,10,10,10
3603,86,15,8,8,8,8
3604,122,21,13,13,13,13
3605,103,18,12,12,12,12
3606,78,13,8,8,8,8
3607,51,9,5,5,5,5
3608,112,17,10,10,10,10
3609,135,24,16,16,16,16
3610,111,19,12,11,11,11
3611,27,5,3,3,3,3
3612,174,26,16,15,15,15
3613,130,19,11,11,11,11
3614,145,25,17,17,17,17
3615,108,19,15,15,15,15
3616,135,20,13,13,13,13
3617,10,1,1,1,1,1
3618,36,4,4,4,4,4
3619,105,14,11,11,11,11
3620,58,8,7,7,7,7
3621,86,13,11,10,10,10
3622,58,9,7,7,7,7
3623,147,18,14,14,14,14
3624,216,31,21,21,21,21
3625,98,17,9,9,9,9
3626,133,24,15,15,15,15
3627,136,23,18,18,18,18
3628,174,25,19,17,17,17
3629,143,23,14,14,14,14
3630,165,25,17,17,17,17
3631,150,22,15,15,14,14
3632,66,11,7,7,7,7
3633,65,13,6,6,6,6
3634,166,25,18,17,17,17
3635,151,24,16,14,14,14
3636,166,25,17,16,16,16
3637,48,8,5,5,5,5
3638,108,17,10,10,10,10
3639,54,14,4,4,4,4
3640,104,19,12,12,12,12
3641,113,20,11,9,9,9
3642,189,32,20,19,19,19
3643,79,13,10,10,10,10
3644,97,19,10,10,10,10
3645,174,26,19,19,19,19
3646,144,20,13,13,13,13
3647,115,19,11,11,11,11
3648,157,30,18,16,16,16
3649,192,32,20,17,16,16
3650,198,32,19,19,19,19
3651,107,18,10,10,10,10
3652,187,30,18,17,17,17
3653,75,12,8,8,8,8
3654,32,5,2,2,2,2
3655,180,31,19,17,17,17
3656,76,14,9,9,9,9
3657,122,19,14,14,14,14
3658,90,14,10,10,10,10
3659,73,10,6,6,6,6
3660,138,22,14,14,14,14
3661,63,9,6,6,6,6
3662,55,8,8,8,8,8
3663,27,4,3,3,3,3
3664,73,13,11,11,11,11
3665,94,17,15,13,13,13
3666,44,6,6,6,6,6
3667,40,5,5,5,5,5
3668,48,7,5,5,5,5
3669,129,17,13,13,13,13
3670,138,21,16,16,16,16
3671,157,21,13,13,13,13
3672,176,22,18,18,18,18
3673,115,16,11,11,11,11
3674,148,20,15,15,15,15
3675,160,28,14,13,13,13
3676,149,23,16,16,16,16
3677,243,38,23,21,21,21
3678,194,32,17,17,17,17
3679,148,20,16,16,16,16
3680,136,20,12,12,12,12
3681,200,32,17,17,17,17
3682,110,16,11,11,11,11
3683,124,19,11,11,11,11
3684,112,16,10,10,10,10
3685,143,22,12,12,12,12
3686,106,16,11,9,9,9
3687,26,4,3,3,3,3
3688,217,29,19,19,19,19
3689,148,24,17,17,17,17
3690,165,26,16,16,16,16
3691,126,22,16,14,14,14
3692,79,14,9,9,9,9
3693,123,22,13,13,13,13
3694,201,30,21,20,20,20
3695,217,34,19,17,17,17
3696,120,22,12,11,11,11
3697,100,17,14,13,13,13
3698,208,33,21,19,18,18
3699,172,27,18,16,16,16
3700,199,31,21,21,21,21
3701,52,8,6,6,6,6
3702,158,27,16,16,16,16
3703,164,26,14,14,14,14
3704,161,22,12,12,12,12
3705,134,21,15,15,15,15
3706,94,16,11,11,11,11
3707,167,22,15,14,14,14
3708,133,22,9,9,9,9
3709,81,13,8,8,8,8
3710,118,20,11,11,11,11
3711,106,17,9,9,9,9
3712,101,19,9,9,9,9
3713,114,18,14,14,14,14
3714,232,35,19,19,19,19
3715,94,14,9,9,9,9
3716,107,16,10,10,10,10
3717,80,11,8,8,8,8
3718,47,6,6,6,6,6
3719,146,19,13,12,12,12
3720,33,6,3,3,3,3
3721,148,22,17,17,17,17
3722,102,17,10,10,10,10
3723,229,38,19,18,18,18
3724,182,29,16,16,16,16
3725,298,47,30,29,29,29
3726,146,23,14,14,14,14
3727,182,28,21,21,21,21
3728,142,18,12,12,12,12
3729,149,24,17,16,16,16
3730,78,13,7,7,7,7
3731,141,23,10,10,10,10
3732,167,25,16,16,16,16
3733,170,26,17,15,15,15
3734,308,49,34,31,31,31
3735,48,8,6,6,6,6
3736,218,27,22,22,21,22
3737,73,10,6,6,6,6
3738,53,8,5,5,5,5
3739,42,6,5,5,5,5
3740,101,19,8,8,8,8
3741,167,27,13,13,13,13
3742,168,23,16,16,16,16
3743,90,16,11,11,11,11
3744,51,9,5,5,5,5
3745,155,19,15,15,15,15
3746,120,20,11,11,11,11
3747,195,33,20,20,20,20
3748,67,13,7,7,7,7
3749,205,33,22,22,22,22
3750,114,19,12,12,12,12
3751,149,28,16,15,15,15
3752,97,15,7,7,7,7
3753,77,11,7,7,7,7
3754,43,7,3,3,3,3
3755,47,7,4,4,4,4
3756,152,27,13,13,13,13
3757,240,34,20,19,19,19
3758,111,20,9,9,9,9
3759,101,15,9,9,9,9
3760,54,10,5,5,5,5
3761,108,17,13,13,13,13
3762,204,33,21,20,20,20
3763,82,13,8,8,8,8
3764,89,14,6,6,6,6
3765,161,23,16,15,15,15
3766,155,23,14,14,14,14
3767,208,32,20,20,20,20
3768,200,30,22,21,21,21
3769,133,23,13,13,13,13
3770,185,26,18,18,18,18
3771,80,11,9,9,9,9
3772,145,22,14,14,14,14
3773,79,11,8,8,8,8
3774,212,36,20,19,19,19
3775,146,24,13,11,11,11
3776,175,28,19,18,18,18
3777,192,28,15,15,15,15
3778,194,26,18,18,18,18
3779,33,5,4,4,4,4
